Index,Username,Comment
3492,@3LineMoney,Great men
3493,@user-sw6te6qc9t,Sandeep Maheshwari of Bangladesh. 
3494,@AstrooSpace.01,Next Podcast a Yahai Amin chai.
3495,@rezakhan5533,Impreesive shahrose vy!
3496,@abidhasan6724,onek kisu shikhlam
3497,@farid55555,52:56 বই টার নাম কি?
3498,@kaziabdurrauf,Os3r
3499,@SabbirAhmed-tg2xt,Shahrose fardi vai
3500,@user-ji2wp3lz2m,i will be success this year
3501,@sheikhmarzan9958,I came here watching your ads
3502,@MdAbdullah-ob1hl,Masaallah
3503,@DigontoShopBD,Maybe i am the biggest fan of this show..
3504,@evantus-music,Genius Fardi vai
3505,@mehedihassanpranto23,জাস্ট ব্লাস্ট 
3506,@pantaenglish,"দারুন,"
3507,@sabbirbasar6371,purai fatai felse ! just mindblowing
3508,@MeditationMusicYTC,congratulations bondhu
3509,@rabiulonbiz,Joss
3510,@kiranhossain939,"50:45 e vayya bollo je"" Je boltese tar gharer betha kombe unar buy korar chance beshi,, on the other je boltese ''ey tel kun kun betha komay""
Amr monehoy 2nd question jey lok kortese se o  1st lok tar moton buy korar chance e ase, karon 2nd lok ta ey question kore bujar try kortese je se je bethar tel khujtese eytay shey tel naki hudai amr komor betha bollam aar seller tar matha bethar tel komor bethar tel boyla chalaya dise"
3511,@md.mustafizurrahman6676,আমার ময়মনসিংহ এর ছেলে এগিয়ে যাও ভাই
3512,@Progaming_6790,জানাবেন ।
3513,@aburayhan_haan,হালকা ভাবে তার গুলো তাড়ানো হক
3514,@SHAHwaliullah.,Baire bhai   uni ekta zinish
3515,@md.shahinurrahmanshahin6684,What a talk
3516,@top.failure,10k puji niye call dewa jabe???
3517,@tajbihuladil7565,Fardi bhai shera! Onar bola proti ta word logical and shikkhonio. Shuvo kamona roilo Brand Builder er pokkho theke 
3518,@TSNahid-vh4nl,একটা কথা বলছেন যে টাকা সব না তার আজ যদি টাকা না থাকত তা হলে সে আজ আপনার স্টুডিওতে আনতে পারতেন না
3519,@rabbitr8835,Joss joss
3520,@HRIDOY56774,সব ঠিক আছে কিন্তু সার্ট এর ভাব টা বকাটে বকাটে লাগলো 
3521,@expresssalebd, Love you fardi bhai 
3522,@raselahmed3514,Jubayer Hossain bhai k dakte chai
3523,@user-sh4ll6bq3g,শুধু সফল ব্যক্তিদের নিয়ে নয় যারা সৈল নয় তাদেরকে নিয়ে ও প্রোগ্রাম করা উচিত একবার হলেও
3524,@Drchashi,38:06 মিনিট
3525,@rakib19080,Ai system tai akta vai kaje lagise...
3526,@tamimjaberertugrul5134,"আপনাদের এই অনুষ্ঠানে আগামীতে মাসুক ভাইকে দেখতে চাই। 
আশা করি এ নিয়ে চিন্তা করবেন।"
3527,@shimulreza3750,মাহামুদুর রহমান সোহাগ ভাইকে দেখতে চাই....
3528,@sharifulsabur4960,মালটার ফিগার ও সেই
3529,@md.raselsarker,"1 ghonta 18 minit video 2 minit  mone hoilo, kotha thika ses hoilo bujlami na"
3530,@xxsiyam50,1st comment 
3531,@mirsajol5436,Vai khub valo bujay
3532,@AzizMurad,Fantastic Presentation and Marketing Psychology  @NafeesSalimand @sazzadahsan and @IamShahRoseFaRdi
3533,@MOM-MindBrain,"India China is biggest markets after USA, germany France in Europe also big"
3534,@mdminhaj7,"Last example ta
@TawhidAfridi#showoff"
3535,@shiwlibegum204,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ "
3536,@sugatachakma774,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ "
3537,@rymrunayet,1:02
3538,@AffectionateGriffon-ew7gk,Ore re...........
3539,@Solaymanhowlader131,অনেক অপেক্ষার পরে ভিডিওটা আপলোড হইছে। 
3540,@raselseobd,
3541,@user-ku9lr1tn6w,এটাও একটা ইনফ্লুয়েঞ্জার মার্কেটিং রে ভাই
3542,@user-zy9is6wq7j,প্রিয় পডকাস্টে যখন প্রিয় মানুষ কে দেখি এর থেকে ভালোলাগা আর কি হতে পারে। আজকের এই কথা গুলি যে কতটা দামি তা আসলে সবাই বুঝবে না বা বুঝতে চাইবে না কারণ অনেক মানুষ এমন আছে যারা অন্য কেও ভালো কিছু করলে বা বললে তাদের গায়ে কাটা দিয়ে উঠে। এই মানুষ টা কে যারা সামনে থেকে দেখেছে শুধু তারা বলতে পারবে তিনি কতটা সহজ সরল একজন মানুষ কতটা উদার মনের মানুষ আল্লাহ এই মানুষ টা কে নেক হায়াত দান করুন।
3543,@ourfamilyshorts01,চালডাল ডট কম এর এই পডকাস্ট দেখা উচিত
3544,@Berk-rx9ri,অসাধারণ
3545,@estiyak_ahmed,লোকটা বেশি কথা বলে Yahia Amin ভাইয়ের মতো
3546,@SHAHwaliullah.,Uni  Tawhid Afridi k  niye kotha bolche
3547,@sazidmahmud4667,telegram group is real hehehe
3548,@kaziibrahim3045,একটা বই এর নাম বলছিলো কি যেনো নাম টা..?
3549,@iqbalhossain5600,টাকা কামানোটাই কিন্তু জীবনের আসল উদ্যশ্যে নয়।যেটা আপনাদের বিডিও দেখে মনে হয়।
3550,@rakibhossen3078,Numeri Sattar Apar ভাইকে দেখতে চায়
3551,@pathwaytoavictory1576,
3552,@marufhasan32003,ACS এর অভি দত্ত তুষার
3553,@techNstationery,
3554,@najmulbhuiyanofficial,hero
3555,@manjurmorshed4333,️️️
3556,@tahzibultamim,Dr nabil k ai jaygay dekhte chai
3557,@shampaakter7454,কোনো আপুরা কি নাই এইরকম ভাবে টাকা ইনকাম করে। তাদেরকে দেখতে চাই
3558,@qurantimecontent2662,
3559,@nazmulalam4228,Lot of effective info Here..Good Podcast...
3560,@techNstationery,
3561,@digitallifestyle3559,
3562,@FS-bq4xw,"খুব ভালো শিক্ষা পেলাম,কেমনে ১ হাজার টাকার শাড়ি ডিজিটাল ধান্দাবাজি করে ২ হাজার টাকায় বেচে ফেলা যাবে!"
3563,@ImEmotionBoy,অনেক চাপার জোর আছে বলা যায়। .. 
3564,@Jhohan_Fardin,ভাই ১৮ সিরিজের ভিডিও ডাউনলোড দিতেছি..  দেখতে দেখতেই 
3565,@XZXXXX789,ওর ব্যাপারে একটু খবর নিলে ভাল হবে?
3566,@user-ws8co2cu6t,"বাটপার scammer যদি এই শোতে আনেন, হাই রে... Background চেক না করেই যাকে তাকেই invite করেন ... It's really bad"
3567,@m.s.hsongshouse3077,Tawhid afridi কে দেখতে চাই!!!!!
3568,@robeulaual6220,Fardi vai er I'd kew diben
3569,@Bee1p,আমার চেয়ে ৩ বছরের ছোট
3570,@mohammadfaisal8675,First Comment 
3571,@anupamhospital,
3572,@e-seriessong2549,নেক্সট ভিডিও ফাহমিদ আল নাঈম ভাই কে নিয়ে দেখতে চাই
3573,@tarikmonowar2220,"For your kind information, he is just a copy cat! He is a scammer. What he said in the whole podcast is copied from his Mentor as well as mine. Our honorable Mentor Mostahidul Islam, CEO of Online Tech Academy. May be the hosts don't have any knowledge about local market. He stole idea and everything from his Mentor. it is very sad!"
3574,@tanvirahmmed551,
3575,@sajjadchy8764,"১ হাজার টাকার পণ্য ২ হাজার টাকা বিক্রির যে পরামর্শ দিলেন ঠিক আছে।
কিন্তু এটার নেগেটিভ সাইড কে  বলবে?
পরবর্তীতে কাস্টমার যখন জানতে পারবে আপনি দ্বিগুণ দাম নিয়েছেন,তখন সে কাস্টমার ২য় বার আপনার কাছে আসবে?"
3576,@hasanmea6217,informative 
3577,@MDArifulIslam-pp3ex,
3578,@Lila-ny4vy,ওনার ভিডিও দেখতাম।এখন পাইনা ওনাকে।
3579,@tahminaparvin6685,Scamer kotha kar 1000 takar jinis 2000 diye becle.  Allah maf korbe na. 
3580,@user-mt1gm5kv8k,This video gonna make million viwes. Nice podcast.
3581,@bhinnobani,Vautabaji kore nijer dhol pitacche. atao akta marketing murgi pawar jonno.
3582,@sharifulsabur4960,
3583,@agasadek7888,Nice Padcast!
3584,@areefhossainah,
3585,@user-xp5pr9gl1i,"আপনি এত বুঝেন এখনো কোস বিক্রি করেন কেন
নিজেই ব্যবসা করে বিলিয়নিয়ার হচ্ছে না কেন"
3586,@user-zj8pj7hb1b,উনি যার বিজনেস কপি করে এই পর্যন্ত আসছে তার podcast শুনলে না জানি আপনাদের অবস্থা কি হয়?
3587,@raselahmedrian9484,ভাই এসব কপিবাজদের কোথা থেকে ধরে নিয়ে এসে চেয়ারে বসান। এর বেশিরভাগ কথা মুজতাহিদ ভাইয়ের থেকে কপি করে নেওয়া।
3588,@zahidhossain5617,CHAPABAZ ..........Marketing.
3589,@tanvirahmmed551,Vai ar student ami
3590,@fun_four_twenty,আমিও 1k টাকা ধরা খাইছি ভাই এর থেকে।
3591,@closedoors2954,sob ad dekhsi unar
3592,,"E-Commerce Business Scaling Series:

https://bizcareit.com/E-commerce-Series
FB Link: https://www.facebook.com/notesofshahrosefardi

YouTube link: https://youtube.com/@IamShahRoseFaRdi"
3593,@shahalamrubel,সম্পূর্ণ ভিডিও দেখলাম অনেক তত্ত্ব বহুল আলোচনা।
3594,@workboy9075,sera boss seraa
3595,@21jenisa13,আমি শিখতে চাই
3596,@arrafi4483,"Fardi vai. Onk vlo.
Tar kac take ami Graphic design sikhe aj ami level 1 seller.

Agiyen jan vai"
3597,@user-em7wb4oc5h,Love you trainer Saharose Fardi
3598,@najimuddin7127,Nice
3599,@muaj9472,Too generic . Please stop bringing literally anyone.
3600,@MahadiHassan-pn4gm,Fardi vaiya studant
3601,@user-pc3hs3sl5f,Fardin ekjon Digital Scammer.
3602,@ahsansagor1979,2 cent podcast দেখি আজ কাল‌ প্রতারণা প্রমোট করছে।‌আশা করি‌এর পর কাউকে invite করার সময় income এর থেকে সে মানুষ হিসেবে কেমন সেটা জানবেন। আর আপনারা নিজেরাও মানুষ চেনার skill টা বাড়ান।
3603,@devline4893,"এখানে যতগুলা কথাবার্তা বলা হয়েছে, এখান থেকেই ৫০ লাখ বিক্রি করা সম্ভব। -ফাবরবাজ।"
3604,@aramerbalish,ভাই ওর গুরু @mujtahidulislam উনার প্রতিষ্ঠান এর নাম Online Tech Academy এই ছেলেকে সেখান থেকে ব্যান করা হইসে৷ এই ছেলে আগে CPA মার্কেটিং শিখাইতো পুরা বাটপার আর আপনি কোন খোজ খবর না নিয়েই ওরে নিয়া বসছেন??? ভাল্লাগলো না ভাই।
3605,@musicalsongs4994, omg omg omg
3606,@user-uq8sk3ez5n,অবশেষে
3607,@TanvirAhmed09122,Masha allah
3608,@lgxjustin7675,O
3609,@md.jobaerahmmed7802,"আমার লাইফের ফার্স্ট স্ক্যামার উনি।কি কি বলে যেন কোর্স বেচতো।প্রায় ১৫০০ টাকার মতো নষ্ট হয়েছিল মনে হয়।কোর্স কোন কাজে না লাগলেও বাটপারি থেকে বাচার শিক্ষা পেয়েছিলাম।

এদের ও সাকসেস স্টোরি শোনা লাগে এখন"
3610,@sadakasikander9250,Sharose vai er 18 series video gulo ami ekhon thekei dekha suru korbo
3611,@Logical_trading,"শুরু হয়েছেই তোমার বাটপারি দিয়ে, বাটপারি দিয়েই তোমার এই লাইফ শুরু, বাটপার কোথাকার। ২০১৭-১৮ সালের সেরা বাটপার"
3612,@imtiazblogs,এ তো কোর্স বি‌ক্রি ক‌রে খাই
3613,@ummaasma3397,"Alhamdulillah, you are the best..."
3614,@user-ib4dg1ch1s,its awesome
3615,@uniclips,একদম রিয়েলিটি বেজড কথা বার্তা শুনলাম পুরো সময়টা। অনেক কিছু জানতে আর বুঝতে পারলাম।
3616,@tawhidhasan2837,MBA chaiwala 2.0
3617,@MindMeldbd,"কথা গুলো এভারেজ ছিল।

একটু বুঝিয়ে দিবেন কি??"
3618,@tamimjaberertugrul5134,"শাহরোজ ফারদি ভাইয়ের শেখানোর পদ্ধতিটা খুব সুন্দর।
আমি উনার ফ্রি ক্লাসগুলো করছি।
উনাকে পডকাস্টে দেখে ভালো লাগলো।"
3619,@sakibaltushar2466,life change hoar moto kotha sunlam
3620,@FOYEZAHMED-ws2lb,এই লোকটার নাম দিলে?
3621,@Sajedur,ওয়াআলাইকুমুস সালাম
3622,@bayezidbustami631,
3623,@user-ex5um6el5n,"Unake deke ami amr journey start korsi… 
Purai hopeless silam … hoito kisu hobe na amk diye … but vhai k deke abr new start korlam sob… inshallah vai er sathe deka korte jabo akdin️"
3624,@user-ex7nc3yf6p,T.T
3625,@rownokshahariar6413,He talks to much
3626,@bhuiyanrasel365,ওনার এজেন্সির নাম কি?
3627,@meherabhossain9800,সাজ্জাদের কথাগুলো বিরক্তিকর!
3628,@TanimsAIExperiments45,সেই সেই ভাই..
3629,@freelancingincomebd,শাহরোজ ফারদি ভাইয়ার ১৮ টা ভিডিও শুরু থেকে শেষ পর্যন্ত দেখেছি এবং দুইবার দেখেছি।
3630,@mehedihassanpranto23,শাহরোজ ভাই ইজ হিউমান এপিক বোম 
3631,@mdshorifiulislam4320,পুরাই বাটপার
3632,@All_Education,"Sob tik ase vai...
But 30 min a j kotha ti bollen j 1000tk r product 2000tk..ata to manus thokano..."
3633,@iftekhermahmud8238,মারাত্মক জিনিস 
3634,@user-ft8id5mu9w,আলহামদৃুুলািল্লাহ
3635,@mrguddu2330,আল্লহামদুল্লিলাহ আমি ফ্রী সবগুল সিরিজ দেখেছি
3636,@md.sazzadhossain9769,সেরা ভাই 
3637,@ShorifAhamed890,"নাফিস ভাই, ফাহমিদ আল নাঈম ভাইকে নিয়ে আসেন"
3638,@digitalpundit,"Or boyes akhono onek kom sei karone onek kichu valo korche abar onek overconfident,,,india te asle sofol hoyto hobe tobe simito karon mumbaier manus m=tara nijerai nijeder buhte parena ar seto bangladeshi"
3639,@_sazzadur_rahman,ফারদির উত্থান অনেকেই দেখেছি। সে আগে অ্যাপ এ ক্লিক করে টাকা ইনকাম করার ভিডিও দিত। এখন অনেক উপরে গেছে।
3640,@EasyCookingRecipesbangla,he is talking too much i saw his fb videos after sixty videos he came in the point but good luck  for all dm
3641,@AlAmin-nu1gm,"Ami take valovabe jani na chini na ....
3 bochore 4 koti income  !!
Ato sohoj   ????"
3642,@21jenisa13,উনি যে ওতো বরো ফ্রিলেনসার আমি আজকে জানলাম
3643,@SaifulLotus-bu6jf,2 cents podcast akn porjonto full dekhi nai but aita amr dekhtei holo & 1 second o skip kori nai bissas koren. Podcast deikha boring hoi nai sadharonoto ami kunodn yt channel a commnet Kori nai ajk korte hoilo  jate besi besi viral hoy engagement paiya 
3644,@user-zi5ov3kp7u,"বয়স কম শাহরাজ ফারদি ভাইয়ের, অনেক পেইড গ্রুপের সাথে কানেক্টেড হয়েছি,
ওনার দুইটা কোর্স এবং একটা ফ্রি কোর্স করেছি, অসাধারণ শিক্ষণীয় ছিল কোর্স,

তিনি একজন ভালো মানুষ,"
3645,@iamNurAlamSarkar,Million Hit Korbe
3646,@user-pn6vr4hf8o,Alhamdulillah peye gelam
3647,@variouscontentcreation4412,সাহরস ফারদি আপনার সাথে জুম মিটিং করতে চাই
3648,@smamirmahmudmoeen7085,sahos pelam vai
3649,@jahangiralamfahimofficial,Bro his body language is making me feel embarrassed.
3650,@imran.2003,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার,
মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ "
3651,@IamShahRoseFaRdi,"ধন্যবাদ আমাকে এমন একটি সুযোগ দেয়ার জন্য, ইনশাআল্লাহ এই ১ ঘন্টা ১৮ মিনিট কারো বিফলে যাবে না "
3652,@clicktechbangla9876,"যারা নেগেটিভ কমেন্ট করতে চেয়েও করতেছেন না, বা যারা এই ভাইকে ভালোভাবেই চিনেন,বা যারা বাশ খেয়েছেন।  তারা লাইক দিন ।"
3653,@hasanpranto7689,Bring Numeri Sattar Apar from ACS. He recently generated 12 Crores from a single course.
3654,@AfsanaMimi-xd8lp,"আসসালামু আলাইকুম  আমি আফসানা মিমি
আমি  বর্তামানে অনার্স ২য় বর্ষের ছাত্রী  এবং একজন প্রোপেশনালি মেহেদী আর্টিস্ট এবং আর্টের ১২০০ টাকা  দিয়েই আজকে হ্যন্ড পেইন্টিংএর জন্য  সাড়ি আর রং কিনে এনেছি, বাসা আসার পর থেকেই মাথায় গুড়তেছে সুধু বিজনেস করব বিজনেস করবো বল্লে হবেনা আমার রিসার্চ করতে হবে কি ভাবে কি করলে কতদূর যাওয়া যাবে এবং এই ভিডিও ৪২:৩৮ সেকেন্ডের সময় উনার মুখের বাক্যটি শুনে নিজেকে লাকি মনে হচ্ছে, দোয়া করবেন সবাই।"
3655,@ksiripon1,"Thank you, Nafeez bhai, to invite him this extra ordinary session "
3656,@khanfood3599,"Bongo Academy এর জুবায়ের হোসেন ভাই,, দক্ষিণ এশিয়া সেরা   উদ্যোক্তা,, বাংলাদেশ সরকারের   শত শত কোটি টাকা  বাচিয়েছে app এর মাধ্যমে,,, আরো অনেক  কিছু করেছে দেশের জন্য ,,,, তাকে আপনাদের প্রোগ্রামে দেখতে চাই,, আমি তার স্টুডেন্ট"
3657,@khaledhasan631,"I have spent an productive hour with this video. I watched this video without skipping any sequence. The story telling was great from Shahrose vai. Currently,, I am studying in CSE but I like this type podcast by which I can spent my leisure time very productively and this video is one of them. Thanks a lot. Doing great guys."
3658,@EnglishandArabiclearning,অসাধারণ ! আমি ফারদি ভাইয়ার ইবুক পড়েছি ।মেসেজে কথাও হয়েছে ।উনি বলেছিলেন আমাকে হেল্প করবেন ।তারপর আর কথা হয়নি আমার ব্যস্ততার কারনে ।
3659,@rdvampire2789,"Thanks for sharing a lot of information.I have learnt a lot of things today.
After a lot of time i have completed watching a long video."
3660,@ashanulkabir4651,সত্যিই অসাধারণ। কখন যে সময় শেষ হয়েছে বুঝতেই পারলাম না। আরও শোনার জন্য প্রস্তুত ছিলাম কিন্তু ততক্ষণে শেষ।
3661,@farid55555,স্টোরি টেলিং শেখার জন্য বই টার নাম কি ভাই? যেটা এই ভিডিও তে উল্লেখ করেছিলেন।
3662,@shohansarkar2875,চমৎকার আলোচনা। ShahRose Fardi ভাই সত্যিকার অর্থেই একজন অসাধারণ ব্যাক্তি। 
3663,@anik345612,Urine color sofa ?
3664,@Dreamwins2001,This podcast is exclusive informative and helpful for everyone..
3665,@ElhamBinAhmed,"Well, marketing is a cool thing we agree.  But is it morally fine to sell a stuff at 2000 which should be sold at 1000? Won't it be injustice if we think about the quality?"
3666,@habibbdtosa2512,Thanks so much every one have nice movement
3667,@PSI420sahidul,"আমি সারি্যাজ
 ভাইয়ের ফ্রি কোর্সটা সম্পূণ করেছি। সারিয়াজ সত্যি জিনিয়াস"
3668,@pacmishaliproduct3928,একটাবারো আপনার এক্স মেন্টর মোজতাহিদুল ইসলামের কথা বললেন না আরে আপনি যে কথাগুলো বলতেছেন এইগুলো মেন্টর মোজতাহিদুল ইসলামের কোর্সের দেখানো কথাগুলো শুধুমাত্র একটু রং চং মিশিয়ে বলতেছেন।
3669,@asifahmad9132,This guy is a true Marketing Genius
3670,@MdAbuTaherTareq,just watched this without skipping a second. please arrange something more specific on product research ... I like your podcasts ... hope people will get better strategy from you.. 
3671,@edukashion-jn3fz,"things I learnt in a new fashion:
-> you can start with zero capital (creating content, funneling people who want to read it to an ebook)
-> storytelling, capturing ATTENTION and giving them a call to action "
3672,@golalu7652,I want to make something.
3673,@tutulsd3316,"একটানা শুনতে হল, অনেক গুলো ব্যাপার নিশ্চিত হলাম, ধন্যবাদ।"
3674,@asgharkazi6376,Love it 
3675,@ru_shanto,কোর্স বিক্রি করে বড়লোক। দোকাবাজের কাছে থেকে সবায় সাবধান থাকবেন। বাঙ্গালি ইমোশনাল দেখে ধোকাবাজের কোর্স কিনে।
3676,@guessemojis,Really valuable 
3677,@OppoX3lite,"সাহরোজ ফারদি ভাইকে আমি চিনি ২ বছর থেকে... আমি উনার অনেক কোর্স কিনেছি... ads making,  animation এইগুলও...."
3678,@parvezwdadm,"সারজ ফারদি ভায়ের কোর্স থেকে আলহামদুলিল্লাহ অনেককিছু শিখতে পেরেছি আলহামদুলিল্লাহ, আর এই ভিডিও থেকে তার কিছু প্লান বুঝতে পারলাম, আর কিছু না হলেও তার রিকমেন্ড করা স্টোরি টেলিং এর বইটা পড়তেই হবে"
3679,@mdmahdihasantushar,One of the best prodcast
3680,@mr_afraz,Love From Howrah 🇮🇳
3681,@farhanmahmud2042,Your new set is just awosome
3682,@21jenisa13,আমি আপনার এডগুলি দেখতে চাই  কিভাবে
3683,@abumuhammad9190,"মনে প্রবল জেদ+সাহস নিয়ে কাজ করতে হবে,
ফারদি ভাই উজ্জ্বল দৃষ্টান্ত ..."
3684,@faiaxakib,"Now, that's called a setup and branding "
3685,@shakilencrypted2339,Bring Numeri sattar apar from ACS. He recently generated 12 crores from a single course(2)
3686,@b.m.sajolmahmud6752,In a word mind blowing. We should take an effective step to make life meaningful.
3687,@Sksadi10,"20 years old me watching this video.
After 5 years I want to be successful like him."
3688,@ArifulIslam-id8yl,I think this podcast will be hit 
3689,@md.nayemulhaque7128,"what,s the name of book seller?"
3690,@theaajbranding2406,One of the best podcast. 
3691,@sunnahlove0156,আসসালামু আলাইকুম নাফিস ভাইয়া৷ আপনারা ২ সেন্ট পডকাস্টে  Fahmid Al Nayeem ভাইকে আনেন। যিনি ১ দিনে লাইভে ১০ লক্ষ টাকা সেল করে দেখিশেছিলেন।
3692,@md.mostafizurrahmanshovon1596,Good podcast
3693,@towsefahmed9010,"One of the best postcard in 2cent podcast. 
Love from dhaka ️ thanks for sharing your thoughs and we know you are the greatest mentor in the field.
Difference between you and other marketer?"
3694,@AzmiraKhatun-bh6um,"ভাইয়া, আপনাদের অথিতির নাম কি?"
3695,@parthacb,This is literally the best podcast on the 2 cents podcast.  You just listen to his words.
3696,@modasser2053,Very helpful
3697,@togormondol2602,"আসলে ফারদি ভাই অসাধারন একজন,উনার কাছ থেকে অনেক কিছু শেখার আছে..."
3698,@parashsaif2745,মাশাল্লাহ.. 
3699,@ayshasiddika2273,অনেক ধন্যবাদ ফারদি ভাইয়াকে। আজ স্টোরি টেলিং টাইপের এড করে যে মানুষের হৃদয় ছোঁয়া যায় কোন একটা প্রোডাক্টের প্রতি এতটা আকর্ষিত করা যেতে পারে এটার সত্যিকার অর্থে অনুধাবনটা আমার আজকে হল।
3700,@GWMASH69,ভাই সিরিয়াসলি ভিডিও টা দেখে শেষ করে ফেসবুক ডুকলাম আর তার এড চলে আসলো।  এখন তাই আবার এসে কমেন্ট করলাম 
3701,@kawsarahmed6314,".আসলে ফারদি ভাই অসাধারন একজন,উনার কাছ থেকে অনেক কিছু শেখার আছে."
3702,@AfsanaAkterDolon,thank you so much vaiya
3703,@mohammedmozammelhossain3424,অসাধারণ 
3704,@user-ex5um6el5n,"Unake deke ami amr journey start korsi… 
Purai hopeless silam … hoito kisu hobe na amk diye … but vhai k deke abr new start korlam sob… inshallah vai er sathe deka korte jabo akdin️"
3705,@serkitpolapain9204,Best Podcast...অনেক কিছু শেখার আছে
3706,@thoughtscapes-official,it was a great podcast.please bring antik mahmud to this podcast next time.
3707,@md.sabbirhoshen2419,copy past করে বেশি দূর যেতে পারবা না ভাই তুমি আমাদের মেন্টর মুজদাহিদুল ইসলামের পুরো কোর্স কপি করে যাচ্ছ বেশির ভাগ কথায় কপি করা। তুমি সৎ  থাকলে আরো ভালো কিছু করতে পারতা আল্লাহ্ ছাড় দেন ছেড়ে দেন না। তুমার এই পাপের ফল তুমি একদিন পাবা ইন শা আল্লাহ্
3708,@user-pn6vr4hf8o,১ঘন্টা ১৮ মিনিট কিভাবে শেষ হলো বুঝতেই পারিনি আলহামদুলিল্লাহ
3709,@b-to-a-learning,"Vai sotti kotha bolte ami shahrose fardi vaiyer duita course korecilam, Jeta onar ager course cilo... Ami kono rokom value paini sei course theke.. Tai ekhon jei lok thokanor byabosa chalu korece setao korini.. 
Ami sobaike bolte chai ei comment ami ekanto personally sokolke sotorko korar jonno koreci.. Asole fardi vai nijer business valo vabe korte pare,,But apnake kokhonoi se value ba support provide korben na"
3710,@nasifshahriar4375,"অসাধারণ পডকাস্ট, মন্ত্রমুগ্ধের মত দেখেছি। "
3711,@alifhaider7866,আমি আপনাদের প্রতিটা podcast একদম আপলোড দেওয়ার সাথে সাথে এক বসায় শুরু থেকে শেষ পর্যন্ত খুবই মনোযোগ সহকারে দেখি। এবং আমি ব্যাপকভাবে লাভবান। দয়া করে সোলায়মান সুখন ভাইকে আপনাদের podcast-এ আনুন। অনেক খুশি হবো।
3712,@shahedsalman9325,"আমি Shahrose Fardi ভাই এর ফেইসবুক মার্কেটিং কোর্স করেছি।
সত্যি বলতে আসলেই বাংলাদেশে এমন একজন'ও নেই যে ওনার মতো বোঝানোর ক্ষমতা রাখে তাও এত্তো ডিপলি ভাবে ️"
3713,@user-si1rc2sg7z,"Shahrose Fardi Recommended  book ""Building a Story Brand by Donald Miller"""
3714,@boshontodut,অসম্ভব রকমের জিনিয়াস 
3715,@babyshopgallery1,ভাই অনেক কিছু জানতে পারলাম অনেক ভালো লাগলো সারস ফারদিন ভাই মানেই ভিন্ন কিছু  আল্লাহ তাআলা আপনাকে সুস্থ রাখুক
3716,@user-ig1tn6cf6o,Excellent !!!
3717,@cartoonghor7748,"go ahead brother,its gonna viral and you really deserve it"
3718,@Misternaught,ভালো লাগলো অনেক কিছুই জানলাম l
3719,@ArifulIslam-xm7ki,"Now, that's called a setup and branding !"
3720,@freelancersajib6803,"ফারদি ভাইয়ের কোর্স এ যা আছে, এর আগে এগুলো পাই নি। অনেক কিছু থেকে আমরা পিছিয়ে। ধন্যবাদ ফারদি ভাইয়া এমন কিছু দেয়ার জন্যে আমাদের। দোয়া করি আরো অনেকদুর এগিয়ে যান। "
3721,@AdventureWorldEntertainment,Productive video
3722,@tarikzaman1348,Just awesome..
3723,@khadijamim6530,ফ্রিল্যান্সিং সেক্টরে আপনার গাইডলাইন আমাদের প্রয়োজন
3724,@adifas9848,Best episode 
3725,@SURAIYASHIFA,I wish this podcast was 10 hours long
3726,@mohammedabdussubhan9182,Awesome
3727,@likhonkhan86,আমাদের ময়মনসিংহের গর্ব️
3728,@JibonVai2.0,ভাইএর সব ভিডিও দেখে বিসনেস ও করতেছি ইনশাআল্লাহ। ভাই একটা অন্য রকম জিনিস। ভালো বাসা রইলো এই প্রোডকাস্ট থেকেও অনেক কিছু শিখলাম। আমি হাটতে পারি নাহ হুইলচেয়ারে চলাচল। তবে অনলাইন এ বিসনেস অনেক ভালো লাগে। মানে এটা ভালো বাসার জিনিস এর মত।
3729,@atiqul6490,Best Podcast... Best of luck vaiya ️
3730,@BMOMOR-420,উনি আসলেই একজন ভালো মেন্টর ওনার কাছ থেকে অনেক কিছু শিখার আছে। তবে আমরা যারা জিরো আমাদের একটু সহযোগিতা করলে আমরা খুবই উপক্রিত হই। প্লিজ
3731,@abubinyousuf,Fardi bhai is a good mentor..
3732,@easternalliance7496,I wish you all the best. Congratulations Mr.Fardi.
3733,@Mental_Health_by_Juthi,Amio Psychologyr student......
3734,@penbook5096,ইনশাআল্লাহ ফারদি ভাইয়ার সাথে খুব তাড়াতাড়ি দেখা করবো️
